Comment,label,score
"Baca kolom komentar ketawa sendiri, ada yg panik kebakaran jenggot sampe berkali² bilang bang audi driver primitif hanya krn masalah rem. 
Woi kupret, elu mungkin cuma punya byd m6 aja bacot lu udah ngatain orang primitif, itu bang audi udah bangkotan nyobain segala mobil sport dan mobil listrik di US dan china",negatif,-15
Taxol lux banyak yg pke ini... ☝️ Emang enak nyaman jd pwnumpang😁 row kedua,positif,13
"Andai BYD buat DP 50 juta cicilan 3 juta perbulan untuk 10 tahun, saya rasa penuh itu d jalanan😂🎉 smoga ya....",positif,8
"Sekalian saja dibuat rent mobilnya kalau sampai 10 tahun. Jadi gak ada risiko ganti baterai puluhan juta. Soal rugi gak bisa dijual kembali, ya mobil apapun kan memang rugi gak akan bisa untung dijual lagi setelah 10 tahun. Krn mobil itu barang konsumsi bukan investasi. Cmiiw ya..",negatif,-8
Bahh.. Permata buana ini lokasi shootingnya 😂 Westlife sekali.. Officially chindo jakbar,positif,3
bantingannya ama sigra mending mana bang ? 😊,negatif,-10
Jauh enakan ini lah Kl mslh bantingan ini LBH mirip ke Stargazer.,positif,5
Byd 6 kalo jual yg ice nya paling harga nya 200 jtan ini mobil LMPV nggak cocok samain Zenix soal suspensi,negatif,-9
Mesti banyakin bang video kayak gini ❤,positif,3
"Siap pak, terima kasih untuk saran dan masukannya",positif,3
Ajeeeb skale  positif ,positif,5
"Suka sama konsep videonya, banyakin lagi video plus minus seperti ini di mobil2 lain, biar konsumen pada tau, dan produsen jg sadar, ini lho kekurangan mobil kalian, mohon diperhatikan dan diperbaiki, ini kelebihan mobil kalian jgn dirubah, pertahankan kalau bisa ditingkatkan lebih bagus lagi..",positif,13
"Terima kasih untuk penilaian dan masukannya om, kami usahakan bisa membuat lagi video seperti ini ke depannya",positif,3
"​@AutonetMagzMantap 😃 terima kasih sudah direspon min, tidak usah buru-buru, yang penting kualitas 😄",positif,5
Tapi surprisingly yang versi byd e6 yang dipakai bluebird itu walau hanya berdua (penumpang+supir) rasanya jauh refined dibanding seri m6. Jauh2 lebih nyaman nya dengan rute toll yang sama.,positif,15
BG byd m6 listrik irit atau dibandingin sama rival asal japan boros yang mana,negatif,-5
"Saya user M6 (3 Bulan). Dulu fanboy Honda pakai Freed dan HRV. Kemaren beli HRV tahun 2024 jual kmren 2025 trus ganti M6 ini. Waktu test drive mobil langsung seneng banget berasa tarikan mobil 700 jt (Fortuner 2.8). Saya tinggi 183 cm posisi mengemudi gak senyaman hrv agak sedikit capek karena paha gak menopang semua (bangku pendek). Kalau masalah rem dan pedalnya saat test drive berasa pakem banget dan agak tinggi. tapi saat terima unit kyknya beda sama unit test drive (lebih baik) skrg sudah tidak menjadi masalah (terbiasa). Kalau saya bandingkan mobil ini dengan HRV 2024 dan Freed ya. Mobil ini menurut saya nyaman sekali untuk bawa anak 2 dan barang2. Saran kalau mau beli pilih captain seat biar bangku tengah bisa rebahan. Kabin kedap, suspensi pas gak keras atau lembut, dibawa ngebut bisa sampai 200 km/jam masih ok (jangan ditiru), audio lumayan (jauh kalau sama hrv 2024), bebas ganjil genap. beberapa kali bawa saudara (ibu2) dia bilang mobilnya nyaman dan enak. Istri saya juga jadi sering ketiduran di mobil karena enak. ADASnya jauh lebih banyak koreksinya sama HRV. Tapi ini skaligus  bisa jadi kelamahan karena banyak sekali fiturnya akhirnya saya matikan. Dan enaknya ADASnya bisa dimatikan walaupun mobil dimatikan. Mungkin BYD bisa keluarin Baterai dan motor superior tapi tanpa adas diganti dengan audio yg premiumn dan kaca film yang premium. Semoga aja BYD after salesnya baik, ngeri2 sedap juga. Overall mobil ini rekomendasi cari mobil listrik untuk keluarga khususnya yg wara wiri di ganjil genap. Menurut saya ambil M6 Superior dengan Captain seat kalau mau nyaman. Mungkin nanti setelah 6 Bulan saya buat review M6 gak cukup hanya di kolom komentar. Mobil Listrik mana yang dapat harga 433 jt dapat baterai 71 kwh dan Motor listrik 201 hp.",positif,35
"Sama banget history mobil ICE nya oms😂, sampai akhirnya skrg pake m6 captain seat 🎉",positif,3
"Waah...ada owner nya nih, terima kasih sudah memberikan insight dan share owning experience nya pak",positif,3
"M6 semacam avanza nya mobil listrik lah. Mpv 7 seater bandel (basic modelnya yg taxi dah teruji ratusan ribu km).
Kenyamanan so so lah dibanding mobil listrik lain mungkin kurang tapi mungkin dibalik ketidaknyamanannya justru sistem kaki2 nya lebih sederhana lebih awet.
Pokoknya mirip avanza rwd lah: nyaman ngga tapi 7 seater bandel harga terjangkau di kelasnya dan lakunya setengah mati",positif,21
@DedyMaryono kalo gw biasanya tes betot gass di tol yg baru jadi biasanya masih sepi yg lewat hehehe..,negatif,-5
sejujurnya M6 emang kelasnya di Avanza & sejenis karena ini moblis jadinya harga di atas Avanza & sejenis namun fitur & build quality jelas di atas Avanza 😅,positif,5
Emng lebih nyaman yg superior captain seat ketimbang yg superior 7 seat ?,positif,11
Katanya bbrp dealer BYD di China bangkrut. Ini gmn ya penjelasannya?,negatif,-5
Ya perusahaan dealer yg menjual byd nya yg bangkrut,negatif,-5
Mantaap untuk tambahan informasinya,positif,4
Orang yang svka iRi dengan kelebihan orang lain itu sangat MENARIK 😀😀😀,positif,12
Mantep juga gunain mobil pinjeman buat pindahan rumah😅🤣,positif,5
Kelemahan menurut saya atau kelebihan bagi orang lain adalah jok belakang yg terlalu tebal dan tidak bisa terlalu di rebah jd posisi duduk terlalu tegak.,negatif,-9
Ada bengkel yg bisa modif jadi lebih rebah,positif,5
"Mobilnya stylish, mukanya bahkan belakangya keren. Semoga makin banyak brandMobil Listrik Buatan Indonesia",positif,14
"Akhirnya ada reviewer yang bilang mandatory seatbelt di belakang adalah hal positif. Beberapa reviewer lain malah ngeluh bilang itu nyusahin, dan beli colokan biar ga bunyi. Sebagai public figure, menurut gw itu parah banget, seakan-akan menghimbau untuk melakukan hal yang salah.
Mobil gw ga ada fitur begitu aja selalu minta penumpang belakang pakai seatbelt.

Mantap bang Audi.",positif,9
Betul. Safety belt itu mandatory banget,positif,8
Bukannya kalau mati bisa spawning di save point ya😅 ​@leledumbo,positif,6
Semoga ada versi LCGCnya...😂,positif,5
"Semua mobil testnya harus sesuai jumlah bangku diisi dengan orang,
Sales mobil yang pinter, waktu test drive harus minimal 4 orang..

Saya rasa semua mobil juga limbung loncat loncat kalau hanya sopir aja yang drive.

Apalagi kalau mobil ICE kalau isi tangki BBM nya hampir habis, pasti ber loncat loncat..
Nanti kalau diisi full BBM, baru rada empuk...
Huhahhaha... gak pernah pikir itu khan..? Hayo...",negatif,-4
Tempel anti glare yang kayak buat di ipad,negatif,-5
"ada menu screen off mas bro, muncul nya screen server jam

selalu update firmware ya

Rem nya pakai bantuan Reg. Braking

atau sering pakai ADAS autonomus driving lebih nyamam, macet2 an kaki bebas bisa selonjoran  positif ",positif,15
"Tambahan :
Pencet aja tombol volumé di konsole rest arm, 
matiin total layar head unit

Kaki cape saat macet?
Ya tinggal aktifin Auto Brake System. 
Dijamin kaki lu bisa bebas stretching  atau bisa buat hentak2 kaki ikutin irama musik dangdut

Kurang responsif saat tanjakan
pindah sesaat ke mode sport. 
Stlh jalan rata ya balik lagi ke normal atau economi",negatif,-11
5:32 tutupin sarung aja bang😊,negatif,-5
"sarung basah gak?
udah kayak mau matiin api di gas haha",negatif,-8
Head unit kalo silau lo pasangin anti glare aja om. Jadi agak gelapan. Ga silau. Anak gw baru belajar mobil langsung bisa adaptasi sama rem nya jadi menurut saya faktor kebiasaan aja sih,negatif,-8
"Bisa mati total juga head unitnya.
Tekan tombol volume di konsole tengah",negatif,-5
"Rem, valid banget… hampir semua mobil tiongkok

Sebulanan adaptasi pas awal minang",positif,8
"Ya betul, hampir rata-rata mobil China pasti awal2nya agak canggung dan butuh adaptasi",negatif,-6
"Terlariss, ya pastiii! GADA KOMPETITORRR.. Coba pake 5 tahunnn",positif,4
"Dibanding zenix, jelas lebih nyaman zenix, tp klo sama velos nyaman mana? Thanks",positif,14
"Zenix nyaman apanya?? 

Bikin was was iya, lagi banyak kasus kebakar sendiri 😂

Jauhhh lebih banyak kasusnya daripada ev",positif,13
Zenix kaleng krupuk. Jalan 90 aja di tol uda kayak vibrator tuh kap mesin😂 trus  coba tekan fender sebelah lampu. Jangan kekencengan ntar gak balik,negatif,-24
"​@lucky889s9parah juga ya. Voxy juga tipis banget body nya. Nyaman banget, tp aduh lemot luar biasa. Konsumsi bbm di 1:10 klo ga macet.",positif,3
"Klo chnl otmtif mrsa prlu untk mndkung progrm pmrinth soal hilrissi, ya klo bolh sarn lbh bnyk bhas produk yg sdh ev yg sdh ad pbrik dsni (ato yg msh otw) mskipun ngk trmsuk bgian sponsr lngsung",positif,6
"Suspensinya mirip mobil losbak dong, kalo kosong muatan mental mentul kalo penuh baru jejek 😂",positif,3
Yg gw heran kenapa Wuling g keluarin mpv 7seater ya? Malah isinya 2baris semuanya 🤣😂 bahkan yg cloude Segede gaban mobilnya cuma 2baris 😂🤣,positif,3
"Bener padahal tinggal ganti Cortez ke listrik. Chery bisa ngelakuin ke omoda, byd bisa di m6 ini padahal aslinya di China m6 mobil hybrid",positif,8
"Kontruksinya baterai di taruh di lantai, lantai jadi naik, kaki penumpang kurang nyaman. Caranya bisa saja jok dibuat lebih tinggi, tapi kompensasinya atap harus lebih tinggi lagi. Akhirnya mobilnya jadi limbung, karena kencenderungan tinggi lebih limbung",negatif,-11
"Klo yg review kokoh audi sama si hilsat kadang kocak dah tp lucu 
Oy lupa sma dlu it kokoh gery 😂😂😂
Review mobil sama kaya ngelawak 
Tau tau udh 30mnt lbih...😅",positif,10
Bang audi dulu bisa di abadikan jadi merk mobil pernah melakukan apa bang di jerman ?,positif,5
Ngeremnya awal andelin regeneratif breakinh setelah itu baru injek rem. Memeang butuh penyesuaian tapi gak susah sih,positif,8
"😂😂, kalau host masih primitif ya begitu😂",negatif,-5
@krissutikno2136 kan dia bilang emang perlu penyesuaian. Bukan brarti primitive juga kali.,negatif,-4
​@krissutikno2136haha si paling modern😅,positif,3
​@krissutikno2136 contoh nya muncul nih bg jago blm pernah coba aja muja2 byd😂,positif,12
"​@ridom8686Tapi dia sudah bawa seminggu, 
masa ga main regenetive break?

Berubah tuh komentar utk bahan final reviewnya, 
sesudah menguasai BYD M6 ternyata enak kok nge-rem nya",positif,5
"Kalau mobil listrik cara ngerem nya ya nggak primitif begitu😂😂, pakai mode one pedal biar bisa jadi listrik lagi😂",positif,3
"iya, tolol bgt ya 'akomodasi barang kecil (?) kecuali ambil yg 7 seater' lah itu tau ada pilihan 7 seater, emosi ane dgr host nya",negatif,-7
"Itu pun bukan kekurangan sih setelah melewati masa adaptasi,
Pengereman M6 ternyata smooth, easy dan banyak fitur safety rem nya spt auto brake, regenerative brake, ADAs bahkan tombol P (parkir) 😅",positif,14
Mas Audi ni enak banget ya penyampaiannya,positif,8
Terima kasih banyak maass… hehe,positif,6
"Propaganda bahan bakar fosil juga mirip"" gitu tpi smpe sekarang masih banjir bahan bakar fosil udh brp dekade itu propagandanya smpe sekarang.",negatif,-15
selalu suka kalo yang review bg Audi,positif,5
Terima kasih oom,positif,3
Iya bener bang Audi mah reviewer yang bagus banget presentasinya,positif,8
Terima kasih banyak pak 🙏🏼,positif,6
"SUKAA Doong video2 kayak gini, sering2 yaa Autonet 😁 positif ",positif,5
"asiik… terima kasih om, next nya kami akan cari bahan lagi untuk video-video seperti ini",positif,3
"Cina sdh sangat maju, berani inovasi utk bersaing dgn tesla. Daripada negeri ini gak ada bisa buat pruduksi sendiri. Padahal bhn baku semuanya ada di Indonesia. Dulu katanya mobil Esemka mau booming produk dlm negeri rupanya hanya omon omon",positif,5
Selo itu moblis kreasi asli anak bangsa kita. Sayangnya mulai 2013 ampe sekarang gak diurus pemerintah. Lebih suka IMPOR.,positif,14
"@aldodarmo4557 Iya, kerjasama re-assembling dan rebranding. Tapi tidak ada masalah sih. Dulu Tiongkok begitu juga kan awalnya? Semua berawal dari rebranding dan belajar teknologinya. Terakhirnya ber-inovasi setelah sukses mendapatkan ilmunya.",positif,3
"Pedal remnya juga agak kemajuan ga sih, pernah masuk nyoba mindahin kaki dari gas ke rem kaya jauh bgt gap nya",positif,6
Apa BYD bakal ada improvement rem ya. sekalian upgrade kayak AC dan shock,positif,4
Mungkin toh ini mobil aslinya di China hybrid. Di pasar asia Tenggara yang diubah full ev,positif,3
"​​@ranggarizkylaramadhan153 feeling gw shock nya masih pakai punya hybrid. Dipakai buat beban batere ya sedikit amblas travel nya. Makanya batch pertama banyak yang bocor kemarin. Jadi jangan FOMO kalau beli mobil, meski uda dalam pantauan gw buat gantiin cortez😂 tapi anak bini mertua uda betah sama cortez saking nyaman nya",negatif,-11
"Klo semua keistimewaan pajak moblis, bebas gagen udah ditarik lg oleh pemerintah, apa msh jd pilihan?",positif,10
"Kalau keistimewaan subsidi BBM uda ditarik lagi sama pemerintah, apa masih jadi pilihan?",positif,10
"Bgs itu, dan jgn tanggung2, subsidi listrik ama listrik diskon malem2 jg cabut.. Biar adil sekalian. Klo udah semua, baru ngomong lg lu.. 😂😂
Dan mudah2an jg jd ngurangin org go*blok di jalan  positif ",positif,3
​@Samuel-ft9hqya apalagi cina.. Di sana rajanya subsidi moblis 😂,positif,5
​@Samuel-ft9hqjustru di cina sana rajanya subsidi moblis 😂,positif,5
"​@lucky889s9Bgs itu, dan jgn tanggung2, subsidi listrik ama listrik diskon malem2 jg cabut.. Biar adil sekalian. Klo udah semua, baru ngomong lg lu.. 😂😂
Dan mudah2an jg jd ngurangin org gobl*g di jalan  positif ",positif,3
"Bgs itu, dan jgn tanggung2, subsidi listrik ama listrik diskon malem2 jg cabut.. Biar adil sekalian. Klo udah semua, baru ngomong lg lu.. 😂😂
Dan mudah2an jg jd ngurangin org gob*og di jalan  positif ",positif,3
Justru di cina sana itu rajanya subsidi moblis 😂,positif,5
"​@lucky889s9Bgs itu, dan jgn tanggung2, subsidi listrik ama listrik diskon malem2 jg cabut.. Biar adil sekalian. Klo udah semua, baru ngoceh lg lu.. 😂😂
Dan mudah2an jg jd ngurangin org t*l*l di jalan  positif ",positif,3
"Kalau semua pom stocknya bbm oplosan, dan harga nya naik jadi $300 / barrel ,

apa masih jadi pilihan??",negatif,-5
"Bgs itu, dan jgn tanggung2, subsidi listrik ama listrik diskonan tengah malem jg cabut.. Biar adil sekalian, semua sesuai harga pasar. Klo udah semua, silakan ngoceh lg lu.. 😂😂
Dan bs jd malah ngurangin org2 t o l o l di jalan, lbh bgs lg itu  positif ",positif,14
"""Hi BYD, turn off screen"". Selesai masalah brightness om... lagian om nya lebih cocok diganti screen dgn tape atau cd player aja, gada screenya om, gk silau. 😂",positif,4
Kalo di set ke auto dia auto dim head unitnya kalo lampu nyala dia lebih redup. Menurut saya sih ga silau ya brightness nya poll mentok bawah aja,negatif,-13
Tau nih si audi bapak jadul 😂. Pakai anti glare kayak HP juga bisa atau kaca film sekalian,negatif,-10
@andretan4671 saya kurang tau jg ya. setau sy meteran 1300-6600 rp.1667 per kwh. mungkin meteran anda 3 phase?,negatif,-5
"Kemaren naik taksi dapet mobil ini, kita ber 3 dan badannya gede2 tiap orang bawa koper gede juga, enak banget sih ini mobilnya",positif,8
benar ev bak langit bumi sama mosin yg tarrr getarrrrr lelettt..,negatif,-5
"Gak bisa seenaknya. Lebih banyak orang yang bergantung sama listrik dibanding pertalite. TDL naik, semua orang menjerit. Lagian harga gak bergantung sama harga minyak dunia. Pembangkit listrik non BBM juga ada",positif,8
pada saat TDL naik nanti BBM akan lebih naek lagi,positif,5
"Listrik TDL nya gak akan naik sembarangan,,Krn bukan yg punya mobil listrik aj Makai daya listrik..TPI rakyat seluruh Indonesia...salam WARAS CERDAS 

Klo BBM sudah bisa di pastikan akan naik sesuai pasar global...blm lagi dpt BBM oplosan...hahahaaaa",positif,13
"Sekali pegang EV, percayalah ga bakalan lirik lagi ICE

Apalagi liat isi dompet tebel terus,

hemat bbm, service, dan bayar pajak

mobil ICE gue 2 nganggur doank, 

dipake seminggu sekali cuman manasin,",positif,3
"EV harga 400 7 seater opsinya hanya 2, makanya sangat menarik",positif,3
"ringan penyampaiannya dan mudah sekali utk dipahami, love it! gass banyakin video2 kaya gini",positif,14
Terima kasih atas masukan dan penilaiannya om,positif,3
Cuma buat yang lebih dari 175cm aja,positif,5
"ga perlu alphard, XL7 aja sendirian empuk bgt, apalagi dtmbh penumpang dan barang, makin nyaman",positif,7
"Saya punya stargazer captain seat, jujur suspensinya lebih enak dan nyaman kalau tidak di isi full. Kalau di isi full 6-7 orang, saat kena polisi tidur suspensi belakangnya berasa kepentok atau seperti ada limiternya. Jadi ga bisa meredam ayunan suspensi di shocknya (ini jadi salah satu kekurangan dari stargazer)",positif,10
"Bukan begitu cara mikirnya. Orang Indonesia punya MPV bukan selalu buat bawa banyak orang, tapi kalau mau bawa banyak orang mobilnya siap. Namanya juga multi purpose.",positif,3
"Kalau bandingannya sama mobil gerobak terios, rush jauhhh bos

Ini msh enak enak aja lah pake sendirian,

Kalau terios rush bawaan nya mau muntah dan limbung terus",negatif,-10
"@davidsantosa357emang jual beli mobil  om tiap tahun ganti? Hehehe

Itu dalam 10 tahun depresiasi nya udah auto ketutup full sama penghematan bbm, service, pajak

Istilahnya dalam 10 tahun itu jual mobil 10jt juga ya tetep untung 😂",positif,5
"@4n15dakar4lah baru punya hp laptop atau tablet berapa lama? Emang 10 tahun itu hp laptop tablet udah matot? Kasian amat 😂

Gue masih nyimpen samsung note 5 , & laptop intel zaman 2014 aja masih pada idup normal sampe sekarang 😂

Garansi baterai wuling cherry aja berani kasih seumur hidup

Sales mopang lagi ketar ketir ya dealer banyak yg tutup diganti dealer mocin 😂",positif,5
